Time(s),Speed(km/h)
801,126.6556
802,126.5874
803,126.4642
804,126.2876
805,126.1541
806,125.9831
807,124.9287
808,124.2016
809,123.7545
810,123.5521
811,123.0825
812,122.55
813,122.1631
814,121.1704
815,118.8289
816,116.4683
817,114.9165
818,114.0422
819,113.5636
820,113.4194
821,113.3306
822,113.2545
823,113.1423
824,113.0389
825,112.9087
826,112.8055
827,112.9674
828,113.237
829,113.6082
830,114.479
831,115.7202
832,117.3771
833,118.5426
834,119.787
835,120.8541
836,121.9209
837,122.8166
838,123.8249
839,124.7286
840,125.7397
841,126.7099
842,127.6685
843,128.4874
844,129.2878
845,129.2861
846,128.6616
847,128.0413
848,127.3931
849,126.5202
850,124.9002
851,123.0821
852,121.3602
853,118.5965
854,115.0724
855,112.1195
856,110.7895
857,111.31
858,112.326
859,113.182
860,113.9744
861,114.9486
862,116.0285
863,117.1777
864,118.0699
865,118.666
866,119.3007
867,119.9063
868,120.5924
869,121.2511
870,121.9578
871,122.8674
872,123.8207
873,124.6486
874,125.9026
875,126.9787
876,128.2664
877,129.57399999999998
878,129.0968
879,127.2545
880,125.3538
881,123.4655
882,122.8466
883,123.0773
884,123.3958
885,123.7903
886,124.3088
887,124.705
888,124.431
889,123.1219
890,121.4843
891,120.5585
892,120.4642
893,120.5405
894,120.8146
895,121.46
896,121.9374
897,122.3307
898,122.7141
899,123.0492
900,123.4391
901,123.8327
902,123.9721
903,124.0757
904,123.4534
905,122.7186
906,122.5773
907,121.7071
908,120.5941
909,118.8316
910,116.8652
911,114.879
912,112.6628
913,110.5774
914,107.9632
915,106.2173
916,104.8573
917,104.419
918,104.2941
919,104.1974
920,104.2818
921,102.7151
922,98.7395
923,93.6833
924,88.8729
925,86.2048
926,83.9528
927,82.5152
928,81.4619
929,81.7579
930,82.2496
931,82.5768
932,82.786
933,82.9992
934,82.6794
935,81.0908
936,79.3057
937,77.751
938,75.8211
939,74.0418
940,73.0277
941,71.9725
942,70.7438
943,67.4033
944,64.2177
945,57.1597
946,53.0272
947,53.0291
948,55.0643
949,57.3683
950,60.7879
951,64.4312
952,68.141
953,72.2337
954,74.9313
955,76.8767
956,77.6763
957,79.4601
958,80.3987
959,80.7163
960,81.0656
961,81.2338
962,81.3656
963,81.7467
964,82.6041
965,83.9842
966,85.9434
967,87.8183
968,89.1724
969,89.5455
970,89.9224
971,91.0064
972,92.5014
973,94.2504
974,95.3882
975,96.4955
976,95.8548
977,93.7194
978,91.0019
979,88.2599
980,85.8125
981,83.1305
982,81.7636
983,81.5341
984,81.3355
985,80.1772
986,79.1438
987,77.9986
988,76.9554
989,75.7612
990,73.3473
991,69.4828
992,65.3699
993,57.2682
994,46.5914
995,40.0513
996,40.4642
997,45.117
998,49.8618
999,53.0574
1000,56.0743
1001,58.5103
1002,59.7609
1003,59.1533
1004,58.6357
1005,56.9703
1006,52.8805
1007,51.2106
1008,49.0023
1009,45.6026
1010,42.3918
1011,36.4487
1012,30.1507
1013,24.5521
1014,20.8518
1015,20.2648
1016,19.7453
1017,17.0555
1018,12.393
1019,11.9558
1020,16.0962
1021,20.9945
1022,24.6877
1023,29.1927
1024,33.7091
1025,37.4935
1026,40.5244
1027,41.5567
1028,41.8812
1029,43.3848
1030,43.7834
1031,43.9226
1032,44.3379
1033,44.2672
1034,42.6244
1035,40.1456
1036,38.5747
1037,36.6693
1038,34.8819
1039,34.5551
1040,36.3925
1041,38.6741
1042,41.2658
1043,43.5199
1044,45.1338
1045,46.4832
1046,47.8081
1047,48.2679
1048,47.0218
1049,45.2389
1050,44.2584
1051,42.5536
1052,37.174
1053,30.2434
1054,23.4956
1055,20.7721
1056,20.2642
1057,19.7875
1058,23.7215
1059,32.3389
1060,35.5546
1061,35.4613
1062,35.0198
1063,32.8038
1064,27.6223
1065,23.1751
1066,18.709
1067,13.6661
1068,10.8356
1069,9.1189
1070,5.2363
1071,0.0
1072,0.0388
1073,0.0
